txin_id,tx_id,txin_pos,txout_id,txin_scriptSig,txin_sequence
43,43,0,,04ffff001d0115,4294967295
44,44,0,,04ffff001d0116,4294967295
45,45,0,,04ffff001d011e,4294967295
46,46,0,,04ffff001d0121,4294967295
47,47,0,,04ffff001d0124,4294967295
48,48,0,,04ffff001d0130,4294967295
49,49,0,,04ffff001d0137,4294967295
50,50,0,,04ffff001d013a,4294967295
51,51,0,,04ffff001d013f,4294967295
52,52,0,,04ffff001d0144,4294967295
53,53,0,,04ffff001d0156,4294967295
54,54,0,,04ffff001d0161,4294967295
55,55,0,,04ffff001d0162,4294967295
56,56,0,,04ffff001d0173,4294967295
57,57,0,,04ffff001d0174,4294967295
58,58,0,,04ffff001d017a,4294967295
59,59,0,,04ffff001d028200,4294967295
60,60,0,,04ffff001d028300,4294967295
61,61,0,,04ffff001d028c00,4294967295
62,62,0,,04ffff001d029200,4294967295
63,63,0,,04ffff001d029400,4294967295
64,64,0,,04ffff001d029f00,4294967295
65,65,0,,04ffff001d0106,4294967295
66,66,0,,04ffff001d02a100,4294967295
67,67,0,,04ffff001d02a700,4294967295
68,68,0,,04ffff001d02ad00,4294967295
69,69,0,,04ffff001d02b400,4294967295
70,70,0,,04ffff001d02b500,4294967295
71,71,0,,04ffff001d02bc00,4294967295
72,72,0,,04ffff001d02c600,4294967295
73,73,0,,04ffff001d02c700,4294967295
74,74,0,,04ffff001d0101,4294967295
75,75,0,,04ffff001d0103,4294967295
76,76,0,,04ffff001d0104,4294967295
77,77,0,,04ffff001d010b,4294967295
78,78,0,,04ffff001d010e,4294967295
79,79,0,,04ffff001d010f,4294967295
80,80,0,,04ffff001d0103,4294967295
81,81,0,,04ffff001d0104,4294967295
82,82,0,,04ffff001d0105,4294967295
83,83,0,,04ffff001d010b,4294967295
84,84,0,,04ffff001d0110,4294967295
85,85,0,,04ffff001d0115,4294967295
86,86,0,,04ffff001d0119,4294967295
87,87,0,,04ffff001d011a,4294967295
88,88,0,,04ffff001d0120,4294967295
89,89,0,,04ffff001d0121,4294967295
90,90,0,,04ffff001d0122,4294967295
91,91,0,,04ffff001d0123,4294967295
92,92,0,,04ffff001d012a,4294967295
93,93,0,,04ffff001d012f,4294967295
94,94,0,,04ffff001d0130,4294967295
95,95,0,,04ffff001d0132,4294967295
96,96,0,,04ffff001d0137,4294967295
97,97,0,,04ffff001d013a,4294967295
98,98,0,,04ffff001d013e,4294967295
99,99,0,,04ffff001d0143,4294967295
100,100,0,,04ffff001d0145,4294967295
101,101,0,,04ffff001d014d,4294967295
102,102,0,,04ffff001d014e,4294967295
103,103,0,,04ffff001d0154,4294967295
104,104,0,,04ffff001d0155,4294967295
105,105,0,,04ffff001d016f,4294967295
106,106,0,,04ffff001d0179,4294967295
107,107,0,,04ffff001d017a,4294967295
108,108,0,,04ffff001d028700,4294967295
109,109,0,,04ffff001d028a00,4294967295
110,110,0,,04ffff001d028f00,4294967295
111,111,0,,04ffff001d02a400,4294967295
112,112,0,,04ffff001d02a700,4294967295
113,113,0,,04ffff001d02aa00,4294967295
114,114,0,,04ffff001d02ab00,4294967295
115,115,0,,04ffff001d02ae00,4294967295
116,116,0,,04ffff001d02af00,4294967295
117,117,0,,04ffff001d02b100,4294967295
118,118,0,,04ffff001d02b800,4294967295
119,119,0,,04ffff001d02bf00,4294967295
120,120,0,,04ffff001d02c400,4294967295
121,121,0,,04ffff001d02cc00,4294967295
122,122,0,,04ffff001d02d100,4294967295
123,123,0,,04ffff001d02da00,4294967295
124,124,0,,04ffff001d02df00,4294967295
125,125,0,,04ffff001d02e900,4294967295
126,126,0,,04ffff001d02ed00,4294967295
127,127,0,,04ffff001d02f400,4294967295
128,128,0,,04ffff001d0106,4294967295
129,129,0,,04ffff001d0109,4294967295
130,130,0,,04ffff001d010c,4294967295
131,131,0,,04ffff001d0115,4294967295
132,132,0,,04ffff001d010a,4294967295
133,133,0,,04ffff001d0120,4294967295
134,134,0,,04ffff001d0121,4294967295
135,135,0,,04ffff001d0123,4294967295
136,136,0,,04ffff001d0124,4294967295
137,137,0,,04ffff001d0127,4294967295
138,138,0,,04ffff001d0129,4294967295
139,139,0,,04ffff001d012c,4294967295
140,140,0,,04ffff001d012d,4294967295
141,141,0,,04ffff001d014d,4294967295
142,142,0,,04ffff001d014e,4294967295
143,143,0,,04ffff001d0153,4294967295
144,144,0,,04ffff001d015c,4294967295
145,145,0,,04ffff001d0172,4294967295
146,146,0,,04ffff001d028700,4294967295
147,147,0,,04ffff001d028800,4294967295
148,148,0,,04ffff001d028a00,4294967295
149,149,0,,04ffff001d028c00,4294967295
150,150,0,,04ffff001d029100,4294967295
151,151,0,,04ffff001d02a600,4294967295
152,152,0,,04ffff001d02ae00,4294967295
153,153,0,,04ffff001d02b700,4294967295
154,154,0,,04ffff001d02b900,4294967295
155,155,0,,04ffff001d02bd00,4294967295
156,156,0,,04ffff001d02c400,4294967295
157,157,0,,04ffff001d02cb00,4294967295
158,158,0,,04ffff001d02d200,4294967295
159,159,0,,04ffff001d02d400,4294967295
160,160,0,,04ffff001d02d500,4294967295
161,161,0,,04ffff001d02d600,4294967295
162,162,0,,04ffff001d02d900,4294967295
163,163,0,,04ffff001d02db00,4294967295
164,164,0,,04ffff001d010c,4294967295
165,165,0,,04ffff001d0108,4294967295
166,166,0,,04ffff001d0101,4294967295
167,167,0,,04ffff001d0101,4294967295
168,168,0,,04ffff001d0104,4294967295
169,169,0,,04ffff001d0103,4294967295
170,170,0,,04ffff001d0101,4294967295
171,171,0,,04ffff001d0102,4294967295
172,172,0,10,47304402204e45e16932b8af514961a1d3a1a25fdf3f4f7732e9d624c6c61548ab5fb8cd410220181522ec8eca07de4860a4acdd12909d831cc56cbbac4622082221a8768d1d0901,4294967295
173,173,0,,04ffff001d010e,4294967295
174,174,0,,04ffff001d0106,4294967295
175,175,0,,04ffff001d0115,4294967295
176,176,0,,04ffff001d0113,4294967295
177,177,0,,04ffff001d0107,4294967295
178,178,0,,04ffff001d0112,4294967295
179,179,0,,04ffff001d0116,4294967295
180,180,0,,04ffff001d0105,4294967295
181,181,0,,04ffff001d0116,4294967295
182,182,0,,04ffff001d011f,4294967295
183,183,0,,04ffff001d0128,4294967295
184,184,0,173,473044022027542a94d6646c51240f23a76d33088d3dd8815b25e9ea18cac67d1171a3212e02203baf203c6e7b80ebd3e588628466ea28be572fe1aaa3f30947da4763dd3b3d2b01,4294967295
185,185,0,,04ffff001d0129,4294967295
186,186,0,186,47304402201f27e51caeb9a0988a1e50799ff0af94a3902403c3ad4068b063e7b4d1b0a76702206713f69bd344058b0dee55a9798759092d0916dbbc3e592fee43060005ddc17401,4294967295
187,187,0,,04ffff001d012a,4294967295
188,188,0,189,483045022052ffc1929a2d8bd365c6a2a4e3421711b4b1e1b8781698ca9075807b4227abcb0221009984107ddb9e3813782b095d0d84361ed4c76e5edaf6561d252ae162c2341cfb01,4294967295
189,189,0,,04ffff001d0102,4294967295
190,190,0,,04ffff001d0111,4294967295
191,191,0,,04ffff001d0102,4294967295
192,192,0,,04ffff001d011a,4294967295
193,193,0,191,473044022041d56d649e3ca8a06ffc10dbc6ba37cb958d1177cc8a155e83d0646cd5852634022047fd6a02e26b00de9f60fb61326856e66d7a0d5e2bc9d01fb95f689fc705c04b01,4294967295
194,194,0,,04ffff001d0103,4294967295
195,195,0,,04ffff001d010b,4294967295
196,196,0,,04ffff001d010a,4294967295
197,197,0,,04ffff001d0121,4294967295
198,198,0,,04ffff001d010d,4294967295
199,199,0,,04ffff001d010f,4294967295
200,200,0,,04ffff001d0111,4294967295
201,201,0,,04ffff001d011a,4294967295
202,202,0,,04ffff001d011c,4294967295
203,203,0,,04ffff001d011f,4294967295
204,204,0,,04ffff001d0124,4294967295
205,205,0,,04ffff001d0130,4294967295
206,206,0,,04ffff001d0138,4294967295
207,207,0,,04ffff001d013b,4294967295
208,208,0,,04ffff001d013c,4294967295
209,209,0,,04ffff001d0144,4294967295
210,210,0,,04ffff001d010d,4294967295
211,211,0,,04ffff001d0146,4294967295
212,212,0,,04ffff001d010e,4294967295
213,213,0,,04ffff001d0154,4294967295
214,214,0,,04ffff001d0158,4294967295
215,215,0,,04ffff001d015a,4294967295
216,216,0,,04ffff001d0112,4294967295
217,217,0,,04ffff001d015b,4294967295
218,218,0,,04ffff001d015c,4294967295
219,219,0,,04ffff001d0167,4294967295
220,220,0,,04ffff001d016d,4294967295
221,221,0,,04ffff001d0176,4294967295
222,222,0,,04ffff001d028300,4294967295
223,223,0,,04ffff001d028500,4294967295
224,224,0,,04ffff001d029400,4294967295
225,225,0,,04ffff001d029600,4294967295
226,226,0,,04ffff001d029a00,4294967295
227,227,0,,04ffff001d029e00,4294967295
228,228,0,188,493046022100f493d504a670e6280bc76ee285accf2796fd6a630659d4fa55dccb793fc9346402210080ecfbe069101993eb01320bb1d6029c138b27835e20ad54c232c36ffe10786301,4294967295
229,229,0,,04ffff001d02a100,4294967295
230,230,0,,04ffff001d02a300,4294967295
231,231,0,,04ffff001d02ac00,4294967295
232,232,0,,04ffff001d02b100,4294967295
233,233,0,,04ffff001d02bd00,4294967295
234,234,0,,04ffff001d02c500,4294967295
235,235,0,,04ffff001d02c700,4294967295
236,236,0,,04ffff001d02c900,4294967295
237,237,0,,04ffff001d02ca00,4294967295
238,238,0,,04ffff001d02d400,4294967295
239,239,0,,04ffff001d02d600,4294967295
240,240,0,,04ffff001d02d800,4294967295
241,241,0,,04ffff001d02dc00,4294967295
242,242,0,,04ffff001d0109,4294967295
243,243,0,,04ffff001d0107,4294967295
244,244,0,,04ffff001d02dd00,4294967295
245,245,0,,04ffff001d02e200,4294967295
246,246,0,,04ffff001d02e300,4294967295
247,247,0,,04ffff001d010b,4294967295
248,248,0,,04ffff001d02e400,4294967295
249,249,0,,04ffff001d02f500,4294967295
250,250,0,,04ffff001d02fc00,4294967295
251,251,0,,04ffff001d02fd00,4294967295
252,252,0,,04ffff001d02fe00,4294967295
253,253,0,,04ffff001d020001,4294967295
254,254,0,,04ffff001d020501,4294967295
255,255,0,,04ffff001d020a01,4294967295
256,256,0,192,483045022100c12a7d54972f26d14cb311339b5122f8c187417dde1e8efb6841f55c34220ae0022066632c5cd4161efa3a2837764eee9eb84975dd54c2de2865e9752585c53e7cce01,4294967295
257,257,0,,04ffff001d021501,4294967295
258,258,0,,04ffff001d021701,4294967295
259,259,0,,04ffff001d021901,4294967295
260,260,0,,04ffff001d021e01,4294967295
261,261,0,,04ffff001d022201,4294967295
262,262,0,,04ffff001d022901,4294967295
263,263,0,,04ffff001d023001,4294967295
264,264,0,,04ffff001d023201,4294967295
265,265,0,,04ffff001d023601,4294967295
266,266,0,,04ffff001d023d01,4294967295
267,267,0,,04ffff001d024e01,4294967295
268,268,0,,04ffff001d025601,4294967295
269,269,0,,04ffff001d025801,4294967295
270,270,0,,04ffff001d025d01,4294967295
271,271,0,,04ffff001d026201,4294967295
272,272,0,,04ffff001d026901,4294967295
273,273,0,,04ffff001d0124,4294967295
274,274,0,,04ffff001d0125,4294967295
275,275,0,,04ffff001d0126,4294967295
276,276,0,,04ffff001d010e,4294967295
277,277,0,,04ffff001d027101,4294967295
278,278,0,,04ffff001d027801,4294967295
279,279,0,,04ffff001d027a01,4294967295
280,280,0,,04ffff001d027d01,4294967295
281,281,0,,04ffff001d028801,4294967295
282,282,0,,04ffff001d028901,4294967295
283,283,0,,04ffff001d028d01,4294967295
284,284,0,,04ffff001d0102,4294967295
285,285,0,,04ffff001d0107,4294967295
286,286,0,,04ffff001d0130,4294967295
287,287,0,,04ffff001d0108,4294967295
288,288,0,,04ffff001d0109,4294967295
289,289,0,,04ffff001d010d,4294967295
290,290,0,,04ffff001d0111,4294967295
291,291,0,,04ffff001d0117,4294967295
292,292,0,,04ffff001d011c,4294967295
293,293,0,,04ffff001d012b,4294967295
294,294,0,,04ffff001d0133,4294967295
295,295,0,,04ffff001d013b,4294967295
296,296,0,,04ffff001d013d,4294967295
297,297,0,,04ffff001d02da00,4294967295
298,298,0,,04ffff001d02dd00,4294967295
299,299,0,,04ffff001d02de00,4294967295
300,300,0,,04ffff001d02e300,4294967295
301,301,0,,04ffff001d02f300,4294967295
302,302,0,,04ffff001d02f600,4294967295
303,303,0,,04ffff001d021b01,4294967295
304,304,0,,04ffff001d021c01,4294967295
305,305,0,,04ffff001d0160,4294967295
306,306,0,,04ffff001d022a01,4294967295
307,307,0,,04ffff001d022b01,4294967295
308,308,0,,04ffff001d023401,4294967295
309,309,0,,04ffff001d023801,4294967295
310,310,0,,04ffff001d014e,4294967295
311,311,0,,04ffff001d023901,4294967295
312,312,0,,04ffff001d023f01,4294967295
313,313,0,,04ffff001d024601,4294967295
314,314,0,,04ffff001d024a01,4294967295
315,315,0,,04ffff001d024c01,4294967295
316,316,0,,04ffff001d024f01,4294967295
317,317,0,,04ffff001d025701,4294967295
318,318,0,,04ffff001d025a01,4294967295
319,319,0,,04ffff001d025b01,4294967295
320,320,0,,04ffff001d026201,4294967295
321,321,0,,04ffff001d026501,4294967295
322,322,0,,04ffff001d026701,4294967295
323,323,0,,04ffff001d026e01,4294967295
324,324,0,,04ffff001d027001,4294967295
325,325,0,,04ffff001d027401,4294967295
326,326,0,,04ffff001d027801,4294967295
327,327,0,,04ffff001d029101,4294967295
328,328,0,,04ffff001d029201,4294967295
329,329,0,,04ffff001d029301,4294967295
330,330,0,,04ffff001d029501,4294967295
331,331,0,,04ffff001d02a201,4294967295
332,332,0,,04ffff001d02a801,4294967295
333,333,0,,04ffff001d017c,4294967295
334,334,0,,04ffff001d02ae01,4294967295
335,335,0,,04ffff001d02b101,4294967295
336,336,0,,04ffff001d014b,4294967295
337,337,0,,04ffff001d010c,4294967295
338,338,0,,04ffff001d02b501,4294967295
339,339,0,,04ffff001d02bd01,4294967295
340,340,0,,04ffff001d02c501,4294967295
341,341,0,,04ffff001d02cb01,4294967295
342,342,0,,04ffff001d02cd01,4294967295
343,343,0,,04ffff001d02ce01,4294967295
344,344,0,,04ffff001d02d101,4294967295
345,345,0,,04ffff001d02d701,4294967295
346,346,0,,04ffff001d02e001,4294967295
347,347,0,,04ffff001d02e101,4294967295
348,348,0,,04ffff001d0117,4294967295
349,349,0,,04ffff001d02e201,4294967295
350,350,0,,04ffff001d02f201,4294967295
351,351,0,,04ffff001d02f701,4294967295
352,352,0,,04ffff001d02fd01,4294967295
353,353,0,,04ffff001d020102,4294967295
354,354,0,,04ffff001d020a02,4294967295
355,355,0,,04ffff001d028800,4294967295
356,356,0,,04ffff001d029400,4294967295
357,357,0,,04ffff001d02a000,4294967295
358,358,0,,04ffff001d02a600,4294967295
359,359,0,,04ffff001d0124,4294967295
360,360,0,,04ffff001d02a800,4294967295
361,361,0,,04ffff001d0135,4294967295
362,362,0,,04ffff001d02b000,4294967295
363,363,0,,04ffff001d02b100,4294967295
364,364,0,,04ffff001d02ba00,4294967295
365,365,0,,04ffff001d02bd00,4294967295
366,366,0,,04ffff001d02c800,4294967295
367,367,0,,04ffff001d028000,4294967295
368,368,0,,04ffff001d02d400,4294967295
369,369,0,,04ffff001d02d800,4294967295
370,370,0,,04ffff001d0157,4294967295
371,371,0,,04ffff001d020c02,4294967295
372,372,0,,04ffff001d020e02,4294967295
373,373,0,,04ffff001d021502,4294967295
374,374,0,,04ffff001d021702,4294967295
375,375,0,,04ffff001d022102,4294967295
376,376,0,,04ffff001d022302,4294967295
377,377,0,,04ffff001d013f,4294967295
378,378,0,,04ffff001d0143,4294967295
379,379,0,,04ffff001d0149,4294967295
380,380,0,,04ffff001d014f,4294967295
381,381,0,,04ffff001d0152,4294967295
382,382,0,,04ffff001d015a,4294967295
383,383,0,,04ffff001d015d,4294967295
384,384,0,,04ffff001d0126,4294967295
385,385,0,,04ffff001d023002,4294967295
386,386,0,,04ffff001d023902,4294967295
387,387,0,,04ffff001d023b02,4294967295
388,388,0,,04ffff001d023c02,4294967295
389,389,0,,04ffff001d023e02,4294967295
390,390,0,,04ffff001d024f02,4294967295
391,391,0,,04ffff001d025702,4294967295
392,392,0,,04ffff001d025902,4294967295
393,393,0,,04ffff001d015e,4294967295
394,394,0,,04ffff001d0160,4294967295
395,395,0,,04ffff001d0164,4294967295
396,396,0,,04ffff001d016a,4294967295
397,397,0,,04ffff001d016f,4294967295
398,398,0,,04ffff001d0170,4294967295
399,399,0,,04ffff001d017a,4294967295
400,400,0,,04ffff001d028200,4294967295
401,401,0,,04ffff001d026102,4294967295
402,402,0,,04ffff001d0109,4294967295
403,403,0,,04ffff001d02c602,4294967295
404,404,0,,04ffff001d02cc02,4294967295
405,405,0,,04ffff001d0140,4294967295
406,406,0,,04ffff001d02e202,4294967295
407,407,0,,04ffff001d02e302,4294967295
408,408,0,,04ffff001d02e402,4294967295
409,409,0,,04ffff001d02ff02,4294967295
410,410,0,,04ffff001d020503,4294967295
411,411,0,,04ffff001d021903,4294967295
412,412,0,,04ffff001d022703,4294967295
413,413,0,,04ffff001d023403,4294967295
414,414,0,,04ffff001d023603,4294967295
415,415,0,,04ffff001d029200,4294967295
416,416,0,,04ffff001d023f03,4294967295
417,417,0,,04ffff001d027603,4294967295
418,418,0,,04ffff001d029d00,4294967295
419,419,0,,04ffff001d027a03,4294967295
420,420,0,,04ffff001d028203,4294967295
421,421,0,,04ffff001d028703,4294967295
422,422,0,,04ffff001d028903,4294967295
423,423,0,,04ffff001d028b03,4294967295
424,424,0,,04ffff001d028c03,4294967295
425,425,0,,04ffff001d029803,4294967295
426,426,0,,04ffff001d02a500,4294967295
427,427,0,,04ffff001d02af03,4294967295
428,428,0,,04ffff001d02b403,4294967295
429,429,0,,04ffff001d02b803,4294967295
430,430,0,,04ffff001d02b903,4294967295
431,431,0,,04ffff001d02bb03,4294967295
432,432,0,,04ffff001d02c703,4294967295
433,433,0,,04ffff001d02cf03,4294967295
434,434,0,,04ffff001d02d103,4294967295
435,435,0,,04ffff001d02d303,4294967295
436,436,0,,04ffff001d02d403,4294967295
437,437,0,,04ffff001d014c,4294967295
438,438,0,,04ffff001d02d603,4294967295
439,439,0,,04ffff001d02be00,4294967295
440,440,0,,04ffff001d02d803,4294967295
441,441,0,,04ffff001d0150,4294967295
442,442,0,,04ffff001d02de03,4294967295
443,443,0,,04ffff001d02df03,4294967295
444,444,0,,04ffff001d02e903,4294967295
445,445,0,,04ffff001d026202,4294967295
446,446,0,,04ffff001d026702,4294967295
447,447,0,,04ffff001d026902,4294967295
448,448,0,,04ffff001d026f02,4294967295
449,449,0,,04ffff001d02f503,4294967295
450,450,0,,04ffff001d02f903,4294967295
451,451,0,,04ffff001d02fb03,4294967295
452,452,0,,04ffff001d02ff03,4294967295
453,453,0,,04ffff001d0158,4294967295
454,454,0,,04ffff001d027302,4294967295
455,455,0,,04ffff001d020204,4294967295
456,456,0,,04ffff001d020b04,4294967295
457,457,0,,04ffff001d020f04,4294967295
458,458,0,,04ffff001d021204,4294967295
459,459,0,,04ffff001d021304,4294967295
460,460,0,,04ffff001d027502,4294967295
461,461,0,,04ffff001d027c02,4294967295
462,462,0,,04ffff001d027e02,4294967295
463,463,0,,04ffff001d028102,4294967295
464,464,0,,04ffff001d028302,4294967295
465,465,0,,04ffff001d02a002,4294967295
466,466,0,,04ffff001d02b202,4294967295
467,467,0,,04ffff001d021e04,4294967295
1,1,0,,04ffff001d0104455468652054696d65732030332f4a616e2f32303039204368616e63656c6c6f72206f6e206272696e6b206f66207365636f6e64206261696c6f757420666f722062616e6b73,4294967295
2,2,0,,04ffff001d0104,4294967295
3,3,0,,04ffff001d010b,4294967295
4,4,0,,04ffff001d010e,4294967295
5,5,0,,04ffff001d011a,4294967295
6,6,0,,04ffff001d0120,4294967295
7,7,0,,04ffff001d0123,4294967295
8,8,0,,04ffff001d012b,4294967295
9,9,0,,04ffff001d012c,4294967295
10,10,0,,04ffff001d0134,4294967295
11,11,0,,04ffff001d0136,4294967295
12,12,0,,04ffff001d013b,4294967295
13,13,0,,04ffff001d010c,4294967295
14,14,0,,04ffff001d013c,4294967295
15,15,0,,04ffff001d013e,4294967295
16,16,0,,04ffff001d010a,4294967295
17,17,0,,04ffff001d010b,4294967295
18,18,0,,04ffff001d010d,4294967295
19,19,0,,04ffff001d0112,4294967295
20,20,0,,04ffff001d0116,4294967295
21,21,0,,04ffff001d0120,4294967295
22,22,0,,04ffff001d0125,4294967295
23,23,0,,04ffff001d0130,4294967295
24,24,0,,04ffff001d0131,4294967295
25,25,0,,04ffff001d013f,4294967295
26,26,0,,04ffff001d0141,4294967295
27,27,0,,04ffff001d0105,4294967295
28,28,0,,04ffff001d0110,4294967295
29,29,0,,04ffff001d0109,4294967295
30,30,0,,04ffff001d010d,4294967295
31,31,0,,04ffff001d0121,4294967295
32,32,0,,04ffff001d0129,4294967295
33,33,0,,04ffff001d0136,4294967295
34,34,0,,04ffff001d0138,4294967295
35,35,0,,04ffff001d0147,4294967295
36,36,0,,04ffff001d014d,4294967295
37,37,0,,04ffff001d0150,4294967295
38,38,0,,04ffff001d0157,4294967295
39,39,0,,04ffff001d0107,4294967295
40,40,0,,04ffff001d0109,4294967295
41,41,0,,04ffff001d010e,4294967295
42,42,0,,04ffff001d0112,4294967295
43,43,0,,04ffff001d0115,4294967295
44,44,0,,04ffff001d0116,4294967295
45,45,0,,04ffff001d011e,4294967295
46,46,0,,04ffff001d0121,4294967295
47,47,0,,04ffff001d0124,4294967295
48,48,0,,04ffff001d0130,4294967295
49,49,0,,04ffff001d0137,4294967295
50,50,0,,04ffff001d013a,4294967295
51,51,0,,04ffff001d013f,4294967295
52,52,0,,04ffff001d0144,4294967295
53,53,0,,04ffff001d0156,4294967295
54,54,0,,04ffff001d0161,4294967295
55,55,0,,04ffff001d0162,4294967295
56,56,0,,04ffff001d0173,4294967295
57,57,0,,04ffff001d0174,4294967295
58,58,0,,04ffff001d017a,4294967295
59,59,0,,04ffff001d028200,4294967295
60,60,0,,04ffff001d028300,4294967295
61,61,0,,04ffff001d028c00,4294967295
62,62,0,,04ffff001d029200,4294967295
63,63,0,,04ffff001d029400,4294967295
64,64,0,,04ffff001d029f00,4294967295
65,65,0,,04ffff001d0106,4294967295
66,66,0,,04ffff001d02a100,4294967295
67,67,0,,04ffff001d02a700,4294967295
68,68,0,,04ffff001d02ad00,4294967295
69,69,0,,04ffff001d02b400,4294967295
70,70,0,,04ffff001d02b500,4294967295
71,71,0,,04ffff001d02bc00,4294967295
72,72,0,,04ffff001d02c600,4294967295
73,73,0,,04ffff001d02c700,4294967295
74,74,0,,04ffff001d0101,4294967295
75,75,0,,04ffff001d0103,4294967295
76,76,0,,04ffff001d0104,4294967295
77,77,0,,04ffff001d010b,4294967295
78,78,0,,04ffff001d010e,4294967295
79,79,0,,04ffff001d010f,4294967295
80,80,0,,04ffff001d0103,4294967295
81,81,0,,04ffff001d0104,4294967295
82,82,0,,04ffff001d0105,4294967295
83,83,0,,04ffff001d010b,4294967295
84,84,0,,04ffff001d0110,4294967295
85,85,0,,04ffff001d0115,4294967295
86,86,0,,04ffff001d0119,4294967295
87,87,0,,04ffff001d011a,4294967295
88,88,0,,04ffff001d0120,4294967295
89,89,0,,04ffff001d0121,4294967295
90,90,0,,04ffff001d0122,4294967295
91,91,0,,04ffff001d0123,4294967295
92,92,0,,04ffff001d012a,4294967295
93,93,0,,04ffff001d012f,4294967295
94,94,0,,04ffff001d0130,4294967295
95,95,0,,04ffff001d0132,4294967295
96,96,0,,04ffff001d0137,4294967295
97,97,0,,04ffff001d013a,4294967295
98,98,0,,04ffff001d013e,4294967295
99,99,0,,04ffff001d0143,4294967295
100,100,0,,04ffff001d0145,4294967295
101,101,0,,04ffff001d014d,4294967295
102,102,0,,04ffff001d014e,4294967295
103,103,0,,04ffff001d0154,4294967295
104,104,0,,04ffff001d0155,4294967295
105,105,0,,04ffff001d016f,4294967295
106,106,0,,04ffff001d0179,4294967295
107,107,0,,04ffff001d017a,4294967295
108,108,0,,04ffff001d028700,4294967295
109,109,0,,04ffff001d028a00,4294967295
110,110,0,,04ffff001d028f00,4294967295
111,111,0,,04ffff001d02a400,4294967295
112,112,0,,04ffff001d02a700,4294967295
113,113,0,,04ffff001d02aa00,4294967295
114,114,0,,04ffff001d02ab00,4294967295
115,115,0,,04ffff001d02ae00,4294967295
116,116,0,,04ffff001d02af00,4294967295
117,117,0,,04ffff001d02b100,4294967295
118,118,0,,04ffff001d02b800,4294967295
119,119,0,,04ffff001d02bf00,4294967295
120,120,0,,04ffff001d02c400,4294967295
121,121,0,,04ffff001d02cc00,4294967295
122,122,0,,04ffff001d02d100,4294967295
123,123,0,,04ffff001d02da00,4294967295
124,124,0,,04ffff001d02df00,4294967295
125,125,0,,04ffff001d02e900,4294967295
126,126,0,,04ffff001d02ed00,4294967295
127,127,0,,04ffff001d02f400,4294967295
128,128,0,,04ffff001d0106,4294967295
129,129,0,,04ffff001d0109,4294967295
130,130,0,,04ffff001d010c,4294967295
131,131,0,,04ffff001d0115,4294967295
132,132,0,,04ffff001d010a,4294967295
133,133,0,,04ffff001d0120,4294967295
134,134,0,,04ffff001d0121,4294967295
135,135,0,,04ffff001d0123,4294967295
136,136,0,,04ffff001d0124,4294967295
137,137,0,,04ffff001d0127,4294967295
138,138,0,,04ffff001d0129,4294967295
139,139,0,,04ffff001d012c,4294967295
140,140,0,,04ffff001d012d,4294967295
141,141,0,,04ffff001d014d,4294967295
142,142,0,,04ffff001d014e,4294967295
143,143,0,,04ffff001d0153,4294967295
144,144,0,,04ffff001d015c,4294967295
145,145,0,,04ffff001d0172,4294967295
146,146,0,,04ffff001d028700,4294967295
147,147,0,,04ffff001d028800,4294967295
148,148,0,,04ffff001d028a00,4294967295
149,149,0,,04ffff001d028c00,4294967295
150,150,0,,04ffff001d029100,4294967295
151,151,0,,04ffff001d02a600,4294967295
